hex_ident,altitude(feet),latitude,longitude,date,time,angle,distance(nauticalmile),squawk,ground_speed(knotph),track,callsign
400E39,27575,53.94315,-1.51917,2017/09/14,13:27:31.854,-62.61,14.31,4071,416,348,EXS53P  
400E39,27550,53.94515,-1.51999,2017/09/14,13:27:32.965,-62.36,14.41,4071,413,344,EXS53P  
4CC27D,38000,53.58768,-1.32458,2017/09/14,13:27:33.031,-151.39,12.8,7566,454,330,ICE543  
400E39,27525,53.94685,-1.52106,2017/09/14,13:27:33.887,-62.19,14.5,4071,413,344,EXS53P  
4CC27D,38000,53.59117,-1.32805,2017/09/14,13:27:34.934,-150.24,12.64,7566,454,330,ICE543  
400E39,27500,53.94883,-1.52201,2017/09/14,13:27:34.998,-61.96,14.6,4071,411,342,EXS53P  
400E39,27475,53.95074,-1.52419,2017/09/14,13:27:36.110,-61.84,14.74,4071,410,341,EXS53P  
406AC3,28000,53.66365,-1.37523,2017/09/14,13:27:36.700,-128.48,9.59,,,,EXS12D  
400E39,27475,53.95253,-1.52537,2017/09/14,13:27:37.097,-61.67,14.84,4071,410,341,EXS53P  
406AC3,28000,53.66524,-1.37667,2017/09/14,13:27:37.751,-127.89,9.54,5531,,,EXS12D  
400E39,27450,53.95456,-1.52661,2017/09/14,13:27:38.274,-61.47,14.95,4071,410,341,EXS53P  
400E39,27425,53.95628,-1.52796,2017/09/14,13:27:39.319,-61.32,15.06,4071,407,338,EXS53P  
400E39,27400,53.95795,-1.52928,2017/09/14,13:27:40.303,-61.18,15.16,4071,406,337,EXS53P  
400E39,27400,53.95981,-1.53063,2017/09/14,13:27:41.356,-61.01,15.27,4071,405,336,EXS53P  
400E39,27375,53.96149,-1.53203,2017/09/14,13:27:42.400,-60.88,15.37,4071,404,335,EXS53P  
406AC3,28000,53.67265,-1.38349,2017/09/14,13:27:42.662,-125.12,9.36,5531,382,332,EXS12D  
400E39,27325,53.96654,-1.53636,2017/09/14,13:27:45.418,-60.49,15.69,4071,401,334,EXS53P  
400E39,27325,53.96820,-1.53784,2017/09/14,13:27:46.462,-60.38,15.79,4071,400,334,EXS53P  
4CC27D,38000,53.61277,-1.34978,2017/09/14,13:27:46.926,-142.8,11.73,7566,454,330,ICE543  
400E39,27300,53.96988,-1.53911,2017/09/14,13:27:47.454,-60.24,15.9,4071,399,333,EXS53P  
4CC27D,38000,53.61433,-1.35155,2017/09/14,13:27:47.837,-142.21,11.67,7566,454,330,ICE543  
400E39,27275,53.97159,-1.54067,2017/09/14,13:27:48.501,-60.12,16.01,4071,399,333,EXS53P  
4CC27D,38000,53.61607,-1.35358,2017/09/14,13:27:48.821,-141.54,11.61,7566,454,330,ICE543  
400E39,27275,53.97331,-1.54201,2017/09/14,13:27:49.548,-59.99,16.11,4071,399,333,EXS53P  
4CC27D,38000,53.61786,-1.35524,2017/09/14,13:27:49.869,-140.93,11.54,7566,454,330,ICE543  
406AC3,28000,53.68413,-1.39397,2017/09/14,13:27:50.006,-120.89,9.11,5531,382,332,EXS12D  
400E39,27250,53.97495,-1.54350,2017/09/14,13:27:50.593,-59.88,16.22,4071,396,333,EXS53P  
400E39,27250,53.97624,-1.54491,2017/09/14,13:27:51.383,-59.81,16.3,4071,395,333,EXS53P  
400E39,27225,53.97792,-1.54641,2017/09/14,13:27:52.429,-59.7,16.41,4071,395,333,EXS53P  
406AC3,28000,53.69005,-1.39934,2017/09/14,13:27:53.807,-118.76,9.01,5531,382,332,EXS12D  
406AC3,28000,53.69158,-1.40076,2017/09/14,13:27:54.851,-118.21,8.99,5531,382,332,EXS12D  
400E39,27175,53.98233,-1.55072,2017/09/14,13:27:55.182,-59.44,16.7,4071,392,333,EXS53P  
400E39,27150,53.98402,-1.55222,2017/09/14,13:27:56.232,-59.33,16.81,4071,392,333,EXS53P  
406AC3,28000,53.69470,-1.40358,2017/09/14,13:27:56.821,-117.1,8.95,5531,382,332,EXS12D  
406AC3,28000,53.69627,-1.40499,2017/09/14,13:27:57.802,-116.55,8.92,5531,382,332,EXS12D  
400E39,27050,53.98892,-1.55645,2017/09/14,13:27:59.309,-59.01,17.12,4071,390,333,EXS53P  
400E39,27000,53.99063,-1.55788,2017/09/14,13:28:00.420,-58.89,17.23,4071,389,332,EXS53P  
400E39,26975,53.99213,-1.55935,2017/09/14,13:28:01.340,-58.81,17.33,4071,389,332,EXS53P  
400E39,26900,53.99529,-1.56226,2017/09/14,13:28:03.308,-58.63,17.54,4071,388,332,EXS53P  
400E39,26850,53.99678,-1.56377,2017/09/14,13:28:04.228,-58.55,17.64,4071,388,332,EXS53P  
400E39,26800,53.99835,-1.56516,2017/09/14,13:28:05.270,-58.46,17.74,4071,388,332,EXS53P  
400E39,26750,53.99976,-1.56660,2017/09/14,13:28:06.131,-58.39,17.84,4071,388,332,EXS53P  
400E39,26700,54.00128,-1.56798,2017/09/14,13:28:07.108,-58.31,17.93,4071,388,332,EXS53P  
400E39,26500,54.00609,-1.57234,2017/09/14,13:28:10.124,-58.04,18.25,4071,390,332,EXS53P  
400E39,26425,54.00797,-1.57379,2017/09/14,13:28:11.302,-57.92,18.36,4071,390,332,EXS53P  
406AC3,28000,53.71738,-1.42438,2017/09/14,13:28:11.365,-109.39,8.78,5531,383,332,EXS12D  
406AC3,28000,53.71891,-1.42580,2017/09/14,13:28:12.349,-108.9,8.78,5531,383,332,EXS12D  
400E39,26275,54.01117,-1.57670,2017/09/14,13:28:13.332,-57.75,18.57,4071,390,332,EXS53P  
4CC27D,38000,53.66346,-1.40060,2017/09/14,13:28:15.100,-124.63,10.17,7566,454,330,ICE543  
400E39,26125,54.01424,-1.57960,2017/09/14,13:28:15.233,-57.59,18.77,4071,391,332,EXS53P  
406AC3,28000,53.72360,-1.43011,2017/09/14,13:28:15.434,-107.4,8.78,5531,383,332,EXS12D  
406AC3,28000,53.72515,-1.43153,2017/09/14,13:28:16.349,-106.91,8.78,5531,383,332,EXS12D  
400E39,25975,54.01744,-1.58258,2017/09/14,13:28:17.204,-57.43,18.99,4071,393,332,EXS53P  
400E39,25900,54.01884,-1.58397,2017/09/14,13:28:18.115,-57.37,19.08,4071,394,332,EXS53P  
400E39,25825,54.02043,-1.58542,2017/09/14,13:28:19.100,-57.29,19.18,4071,395,332,EXS53P  
400E39,25750,54.02210,-1.58696,2017/09/14,13:28:20.147,-57.21,19.29,4071,395,332,EXS53P  
400E39,25675,54.02371,-1.58839,2017/09/14,13:28:21.129,-57.13,19.4,4071,396,332,EXS53P  
400E39,25600,54.02545,-1.58987,2017/09/14,13:28:22.182,-57.04,19.51,4071,397,332,EXS53P  
406AC3,28000,53.73576,-1.44123,2017/09/14,13:28:23.233,-103.69,8.84,5531,383,332,EXS12D  
406AC3,28000,53.73729,-1.44266,2017/09/14,13:28:24.152,-103.23,8.85,5531,383,332,EXS12D  
400E39,25475,54.02899,-1.59278,2017/09/14,13:28:24.346,-56.84,19.73,4071,398,332,EXS53P  
400E39,25425,54.03049,-1.59427,2017/09/14,13:28:25.322,-56.78,19.84,4071,398,332,EXS53P  
400E39,25275,54.03551,-1.59875,2017/09/14,13:28:28.402,-56.54,20.16,4071,399,332,EXS53P  
400E39,25225,54.03708,-1.60032,2017/09/14,13:28:29.327,-56.48,20.27,4071,399,332,EXS53P  
400E39,25200,54.03872,-1.60166,2017/09/14,13:28:30.372,-56.4,20.37,4071,398,332,EXS53P  
400E39,25150,54.04051,-1.60330,2017/09/14,13:28:31.482,-56.32,20.49,4071,398,332,EXS53P  
400E39,25100,54.04390,-1.60620,2017/09/14,13:28:33.521,-56.16,20.71,4071,397,332,EXS53P  
4CC27D,38000,53.69710,-1.43521,2017/09/14,13:28:33.779,-113.22,9.75,7566,454,330,ICE543  
400E39,25075,54.04552,-1.60772,2017/09/14,13:28:34.565,-56.09,20.82,4071,397,332,EXS53P  
400E39,25050,54.04697,-1.60918,2017/09/14,13:28:35.421,-56.04,20.92,4071,397,332,EXS53P  
400E39,25025,54.04841,-1.61063,2017/09/14,13:28:36.335,-55.98,21.02,4071,395,332,EXS53P  
406AC3,27975,53.75725,-1.46087,2017/09/14,13:28:36.928,-97.69,9.13,5531,384,332,EXS12D  
400E39,24975,54.05013,-1.61209,2017/09/14,13:28:37.387,-55.9,21.13,4071,395,332,EXS53P  
400E39,24925,54.05301,-1.61499,2017/09/14,13:28:39.216,-55.8,21.32,4071,395,332,EXS53P  
400E39,24900,54.05474,-1.61644,2017/09/14,13:28:40.268,-55.72,21.43,4071,393,332,EXS53P  
400E39,24800,54.05951,-1.62088,2017/09/14,13:28:43.278,-55.53,21.75,4071,392,332,EXS53P  
406AC3,27775,53.77391,-1.47617,2017/09/14,13:28:47.805,-93.55,9.5,5531,384,332,EXS12D  
400E39,24525,54.07205,-1.63241,2017/09/14,13:28:51.144,-55.06,22.58,4071,390,332,EXS53P  
406AC3,27625,53.78009,-1.48174,2017/09/14,13:28:51.732,-92.12,9.67,5531,384,332,EXS12D  
406AC3,27475,53.78682,-1.48794,2017/09/14,13:28:56.130,-90.63,9.87,5531,378,332,EXS12D  
400E39,24300,54.08132,-1.63963,2017/09/14,13:28:56.982,-54.64,23.17,4071,387,332,EXS53P  
406AC3,27450,53.78836,-1.48929,2017/09/14,13:28:57.108,-90.29,9.92,5531,378,332,EXS12D  
406AC3,27375,53.79144,-1.49212,2017/09/14,13:28:59.080,-89.64,10.02,5531,378,332,EXS12D  
406AC3,27300,53.79602,-1.49634,2017/09/14,13:29:02.093,-88.69,10.18,5531,377,332,EXS12D  
406AC3,27250,53.79726,-1.49744,2017/09/14,13:29:03.004,-88.43,10.22,5531,377,332,EXS12D  
406AC3,27225,53.79909,-1.49908,2017/09/14,13:29:04.124,-88.06,10.28,5531,376,332,EXS12D  
406AC3,26950,53.81280,-1.51151,2017/09/14,13:29:13.103,-85.43,10.79,5531,374,332,EXS12D  
406AC3,26775,53.82132,-1.51918,2017/09/14,13:29:18.863,-83.91,11.14,5531,374,332,EXS12D  
406AC3,26725,53.82435,-1.52193,2017/09/14,13:29:20.704,-83.39,11.26,5531,372,332,EXS12D  
406AC3,26700,53.82587,-1.52333,2017/09/14,13:29:21.684,-83.13,11.33,5531,371,332,EXS12D  
406AC3,26350,53.84152,-1.53746,2017/09/14,13:29:32.237,-80.62,12.03,5531,370,332,EXS12D  
406AC3,26250,53.84756,-1.54287,2017/09/14,13:29:36.105,-79.71,12.31,5531,370,332,EXS12D  
406AC3,26050,53.85594,-1.55048,2017/09/14,13:29:41.739,-78.51,12.71,5531,367,333,EXS12D  
406AC3,26000,53.85896,-1.55315,2017/09/14,13:29:43.700,-78.1,12.86,5531,367,333,EXS12D  
406AC3,25975,53.86047,-1.55448,2017/09/14,13:29:44.683,-77.89,12.93,5531,367,333,EXS12D  
406AC3,25925,53.86194,-1.55582,2017/09/14,13:29:45.798,-77.69,13.01,5531,367,333,EXS12D  
406AC3,25825,53.86794,-1.56116,2017/09/14,13:29:49.734,-76.9,13.31,5531,366,333,EXS12D  
406AC3,25775,53.86941,-1.56256,2017/09/14,13:29:50.848,-76.71,13.39,5531,366,333,EXS12D  
406AC3,25675,53.87421,-1.56684,2017/09/14,13:29:53.927,-76.1,13.63,5531,365,332,EXS12D  
406AC3,25575,53.87895,-1.57113,2017/09/14,13:29:57.137,-75.52,13.88,5531,365,332,EXS12D  
406AC3,25550,53.88048,-1.57246,2017/09/14,13:29:58.189,-75.34,13.96,5531,365,332,EXS12D  
406AC3,25475,53.88375,-1.57541,2017/09/14,13:30:00.285,-74.95,14.13,5531,365,332,EXS12D  
406AC3,25375,53.88789,-1.57912,2017/09/14,13:30:03.168,-74.47,14.35,5531,365,332,EXS12D  
406AC3,25350,53.88936,-1.58046,2017/09/14,13:30:04.087,-74.3,14.43,5531,365,332,EXS12D  
406AC3,25325,53.89087,-1.58187,2017/09/14,13:30:05.261,-74.13,14.51,5531,365,332,EXS12D  
406AC3,25275,53.89264,-1.58340,2017/09/14,13:30:06.312,-73.93,14.61,5531,364,332,EXS12D  
406AC3,25150,53.89824,-1.58854,2017/09/14,13:30:10.182,-73.32,14.91,5531,362,332,EXS12D  
406AC3,25125,53.89972,-1.58987,2017/09/14,13:30:11.158,-73.16,14.99,5531,362,332,EXS12D  
406AC3,25050,53.90386,-1.59358,2017/09/14,13:30:13.978,-72.72,15.22,5531,362,332,EXS12D  
406AC3,25000,53.90533,-1.59498,2017/09/14,13:30:14.963,-72.58,15.31,5531,362,332,EXS12D  
406AC3,24900,53.90973,-1.59900,2017/09/14,13:30:17.980,-72.13,15.55,5531,361,332,EXS12D  
406AC3,24850,53.91271,-1.60166,2017/09/14,13:30:20.007,-71.83,15.72,5531,361,332,EXS12D  
406AC3,24825,53.91417,-1.60298,2017/09/14,13:30:20.988,-71.69,15.8,5531,361,332,EXS12D  
4CC27D,38000,53.92081,-1.66137,2017/09/14,13:30:38.292,-73.11,17.82,7566,453,329,ICE543  
406AC3,24275,53.93985,-1.62637,2017/09/14,13:30:38.552,-69.35,17.28,5531,357,332,EXS12D  
4CC27D,38000,53.92267,-1.66330,2017/09/14,13:30:39.340,-72.95,17.93,7566,453,329,ICE543  
406AC3,24225,53.94278,-1.62904,2017/09/14,13:30:40.458,-69.1,17.45,5531,357,332,EXS12D  
406AC3,24200,53.94422,-1.63034,2017/09/14,13:30:41.631,-68.98,17.54,5531,357,332,EXS12D  
406B9E,3650,53.71573,-1.44133,2017/09/14,13:30:42.818,-108.45,9.35,,170,333,
4CC27D,38000,53.93106,-1.67290,2017/09/14,13:30:44.125,-72.29,18.46,7566,452,327,ICE543  
406AC3,24100,53.94859,-1.63429,2017/09/14,13:30:44.455,-68.62,17.79,5531,357,332,EXS12D  
406AC3,24050,53.95148,-1.63688,2017/09/14,13:30:46.484,-68.39,17.96,5531,356,333,EXS12D  
406B9E,3600,53.72186,-1.44729,2017/09/14,13:30:52.508,-106.61,9.37,5440,169,329,
406B9E,3575,53.72250,-1.44800,2017/09/14,13:30:53.494,-106.42,9.38,5440,169,329,
406AC3,23650,53.96947,-1.65297,2017/09/14,13:30:58.932,-67.01,19.03,5531,356,333,EXS12D  
406B9E,3550,53.72781,-1.45357,2017/09/14,13:31:00.836,-104.85,9.43,5440,169,329,
406AC3,23600,53.97235,-1.65556,2017/09/14,13:31:00.966,-66.8,19.21,5531,356,333,EXS12D  
406B9E,3550,53.72845,-1.45423,2017/09/14,13:31:01.816,-104.67,9.43,5440,169,329,
406B9E,3525,53.72910,-1.45496,2017/09/14,13:31:02.931,-104.48,9.44,5440,169,329,
406AC3,23500,53.97671,-1.65942,2017/09/14,13:31:03.911,-66.49,19.47,5531,356,333,EXS12D  
406B9E,3525,53.73101,-1.45714,2017/09/14,13:31:05.950,-103.92,9.47,5440,167,326,
406B9E,3500,53.73292,-1.45940,2017/09/14,13:31:09.025,-103.37,9.5,5440,167,325,
406B9E,3500,53.73413,-1.46094,2017/09/14,13:31:11.127,-103.02,9.53,5440,166,325,
406B9E,3475,53.73478,-1.46167,2017/09/14,13:31:12.168,-102.83,9.54,5440,165,324,
406B9E,3475,53.73720,-1.46471,2017/09/14,13:31:15.908,-102.14,9.59,5440,162,323,MON17NV 
406B9E,3450,53.73837,-1.46627,2017/09/14,13:31:18.003,-101.81,9.62,5440,161,323,MON17NV 
406B9E,3425,53.74178,-1.47091,2017/09/14,13:31:23.704,-100.86,9.71,5440,157,321,MON17NV 
406AC3,22750,54.01228,-1.69101,2017/09/14,13:31:28.752,-64.18,21.63,5531,356,333,EXS12D  
406B9E,3375,53.74603,-1.47703,2017/09/14,13:31:31.698,-99.69,9.85,5440,155,321,MON17NV 
406AC3,22625,54.01689,-1.69488,2017/09/14,13:31:31.962,-63.9,21.91,5531,348,334,EXS12D  
406B9E,3375,53.74654,-1.47782,2017/09/14,13:31:32.684,-99.55,9.87,5440,155,321,MON17NV 
406AC3,22525,54.01982,-1.69731,2017/09/14,13:31:33.932,-63.72,22.09,5531,349,335,EXS12D  
406AC3,22475,54.02129,-1.69841,2017/09/14,13:31:34.849,-63.62,22.17,5531,349,335,EXS12D  
406AC3,22425,54.02248,-1.69927,2017/09/14,13:31:35.768,-63.55,22.24,5531,350,336,EXS12D  
406AC3,22375,54.02397,-1.70030,2017/09/14,13:31:36.685,-63.45,22.32,5531,350,336,EXS12D  
406B9E,3275,53.75480,-1.49026,2017/09/14,13:31:50.243,-97.41,10.18,5440,143,319,MON17NV 
4CAB72,25325,53.53189,-1.57983,2017/09/14,13:33:01.611,-126.04,20.32,,418,105,RYR11VX 
4CAB72,25375,53.53140,-1.57670,2017/09/14,13:33:02.533,-126.32,20.27,3466,418,105,RYR11VX 
4CAB72,25425,53.53088,-1.57356,2017/09/14,13:33:03.578,-126.61,20.22,3466,418,105,RYR11VX 
4CAB72,25550,53.52928,-1.56359,2017/09/14,13:33:06.787,-127.55,20.07,3466,417,105,RYR11VX 
4CAB72,25575,53.52874,-1.56046,2017/09/14,13:33:07.710,-127.85,20.03,3466,417,105,RYR11VX 
4CAB72,25625,53.52827,-1.55731,2017/09/14,13:33:08.824,-128.15,19.98,3466,417,105,RYR11VX 
4CAB72,25700,53.52716,-1.55045,2017/09/14,13:33:10.987,-128.82,19.88,3466,418,105,RYR11VX 
4CAB72,25725,53.52655,-1.54673,2017/09/14,13:33:12.101,-129.2,19.83,3466,418,105,RYR11VX 
4CAB72,25800,53.52562,-1.54107,2017/09/14,13:33:13.869,-129.77,19.75,3466,418,105,RYR11VX 
4CAB72,25825,53.52521,-1.53856,2017/09/14,13:33:14.788,-130.03,19.72,3466,418,105,RYR11VX 
4008AE,30000,53.64419,-1.52702,2017/09/14,13:34:16.578,-115.6,14.26,7722,,,SHT12G  
4008AE,30000,53.64592,-1.52820,2017/09/14,13:34:17.561,-115.25,14.23,7722,,,SHT12G  
4008AE,30000,53.64759,-1.52944,2017/09/14,13:34:18.420,-114.91,14.21,7722,,,SHT12G  
4008AE,30000,53.64949,-1.53055,2017/09/14,13:34:19.468,-114.54,14.17,7722,400,337,SHT12G  
4CA829,34000,53.57414,-1.52302,2017/09/14,13:34:39.522,-125.7,17.08,4414,441,328,BEL3ED  
4CAB72,27900,53.47632,-1.24797,2017/09/14,13:34:48.295,-173.26,18.85,3466,418,105,RYR11VX 
4008AE,30000,53.71994,-1.58203,2017/09/14,13:35:01.148,-101.07,13.87,7722,401,337,SHT12G  
4008AE,30000,53.72165,-1.58349,2017/09/14,13:35:02.126,-100.77,13.89,7722,401,337,SHT12G  
4CA829,34000,53.64424,-1.59803,2017/09/14,13:35:20.282,-111.37,16.33,4414,441,328,BEL3ED  
4008AE,29825,53.79680,-1.63257,2017/09/14,13:35:45.442,-88.99,15,7722,402,343,SHT12G  
4008AE,29800,53.79842,-1.63333,2017/09/14,13:35:46.493,-88.76,15.03,7722,402,343,SHT12G  
4008AE,29675,53.80564,-1.63648,2017/09/14,13:35:50.427,-87.75,15.16,7722,402,343,SHT12G  
4008AE,28925,53.83727,-1.64881,2017/09/14,13:36:07.920,-83.53,15.82,7722,401,347,SHT12G  
4008AE,28450,53.85559,-1.65651,2017/09/14,13:36:18.148,-81.22,16.32,7722,403,347,SHT12G  
4008AE,28050,53.87300,-1.66362,2017/09/14,13:36:27.712,-79.13,16.84,7722,403,347,SHT12G  
4008AE,28000,53.87498,-1.66443,2017/09/14,13:36:28.696,-78.89,16.9,7722,404,347,SHT12G  
4008AE,27850,53.88222,-1.66733,2017/09/14,13:36:32.626,-78.05,17.13,7722,404,347,SHT12G  
4008AE,27800,53.88389,-1.66790,2017/09/14,13:36:33.609,-77.86,17.19,7722,403,347,SHT12G  
4008AE,27300,53.91052,-1.67889,2017/09/14,13:36:48.488,-74.92,18.13,7722,403,347,SHT12G  
4068F5,20850,53.56755,-1.56822,2017/09/14,13:36:54.713,-122.91,18.45,4733,,,EXS23D  
4068F5,20950,53.56594,-1.55949,2017/09/14,13:36:57.858,-123.75,18.31,4733,399,106,EXS23D  
4068F5,21025,53.56477,-1.55335,2017/09/14,13:37:00.020,-124.36,18.21,4733,400,106,EXS23D  
4068F5,21050,53.56425,-1.55048,2017/09/14,13:37:01.069,-124.65,18.17,4733,400,106,EXS23D  
4068F5,21200,53.56215,-1.53840,2017/09/14,13:37:05.129,-125.87,17.98,4733,400,106,EXS23D  
4068F5,21250,53.56156,-1.53534,2017/09/14,13:37:06.241,-126.2,17.93,4733,400,106,EXS23D  
4068F5,21275,53.56105,-1.53236,2017/09/14,13:37:07.228,-126.51,17.89,4733,400,106,EXS23D  
4068F5,21325,53.56046,-1.52647,2017/09/14,13:37:08.405,-127.08,17.78,4733,402,106,EXS23D  
4068F5,21350,53.55993,-1.52338,2017/09/14,13:37:09.393,-127.42,17.74,4733,402,106,EXS23D  
4008AE,25700,53.98636,-1.71034,2017/09/14,13:37:31.020,-67.65,21.28,7722,399,347,SHT12G  
4008AE,25650,53.98812,-1.71104,2017/09/14,13:37:32.061,-67.5,21.36,7722,392,347,SHT12G  
4008AE,25550,53.99112,-1.71238,2017/09/14,13:37:33.966,-67.25,21.5,7722,392,347,SHT12G  
4008AE,25425,53.99483,-1.71387,2017/09/14,13:37:35.931,-66.94,21.67,7722,392,347,SHT12G  
4008AE,25375,53.99659,-1.71443,2017/09/14,13:37:36.851,-66.78,21.74,7722,392,347,SHT12G  
4008AE,24400,54.03854,-1.73172,2017/09/14,13:38:00.437,-63.49,23.73,7722,398,347,SHT12G  
4008AE,24275,54.04338,-1.73358,2017/09/14,13:38:03.329,-63.12,23.97,7722,399,347,SHT12G  
4008AE,24200,54.04665,-1.73506,2017/09/14,13:38:05.223,-62.89,24.13,7722,400,347,SHT12G  
4008AE,24150,54.04859,-1.73576,2017/09/14,13:38:06.207,-62.75,24.23,7722,400,347,SHT12G  
4008AE,23975,54.05745,-1.73937,2017/09/14,13:38:11.057,-62.12,24.67,7722,400,347,SHT12G  
4008AE,23925,54.05939,-1.74012,2017/09/14,13:38:12.109,-61.98,24.76,7722,400,347,SHT12G  
4008AE,23875,54.06102,-1.74063,2017/09/14,13:38:13.154,-61.86,24.84,7722,400,347,SHT12G  
4068F5,23800,53.51743,-1.29395,2017/09/14,13:38:25.019,-163.44,16.61,4733,419,108,EXS23D  
405634,18300,54.15268,-1.83544,2017/09/14,13:40:47.749,-58.73,31.02,,374,11,
405634,18300,54.15445,-1.83495,2017/09/14,13:40:48.795,-58.58,31.08,,374,10,EZY13UF 
406133,23825,53.92271,-1.69997,2017/09/14,13:41:08.455,-74.15,19.1,2341,,,
406133,23750,53.93319,-1.68374,2017/09/14,13:41:15.730,-72.42,18.86,2341,435,42,
406133,23575,53.95307,-1.65328,2017/09/14,13:41:28.834,-68.93,18.51,2341,438,41,EZY956H 
406133,23550,53.95770,-1.64662,2017/09/14,13:41:31.788,-68.09,18.46,2341,438,41,EZY956H 
406133,23525,53.96205,-1.64073,2017/09/14,13:41:34.668,-67.3,18.43,2341,437,38,EZY956H 
406133,23500,53.96382,-1.63858,2017/09/14,13:41:35.648,-66.99,18.42,2341,437,38,EZY956H 
406133,23500,53.96553,-1.63649,2017/09/14,13:41:36.634,-66.69,18.42,2341,437,38,EZY956H 
406133,23475,53.96690,-1.63484,2017/09/14,13:41:37.488,-66.44,18.42,2341,437,36,EZY956H 
406133,23475,53.96869,-1.63273,2017/09/14,13:41:38.603,-66.13,18.42,2341,436,35,EZY956H 
406133,23425,53.97171,-1.62935,2017/09/14,13:41:41.480,-65.6,18.43,2341,436,33,EZY956H 
406133,23400,53.98041,-1.62048,2017/09/14,13:41:45.477,-64.1,18.49,2341,434,30,EZY956H 
406133,23375,53.98230,-1.61879,2017/09/14,13:41:46.401,-63.78,18.52,2341,434,29,EZY956H 
406133,23350,53.98393,-1.61733,2017/09/14,13:41:48.366,-63.51,18.54,2341,434,27,EZY956H 
406133,23350,53.98724,-1.61451,2017/09/14,13:41:49.344,-62.96,18.59,2341,434,27,EZY956H 
406133,23325,53.98911,-1.61295,2017/09/14,13:41:50.268,-62.65,18.62,2341,433,26,EZY956H 
406133,23325,53.99068,-1.61168,2017/09/14,13:41:51.186,-62.39,18.64,2341,433,26,EZY956H 
406133,23300,53.99459,-1.60877,2017/09/14,13:41:53.278,-61.77,18.72,2341,432,24,EZY956H 
406133,23275,53.99620,-1.60769,2017/09/14,13:41:54.327,-61.51,18.75,2341,432,24,EZY956H 
406133,23250,54.00576,-1.60166,2017/09/14,13:41:59.179,-60.04,18.98,2341,431,20,EZY956H 
406133,23225,54.00939,-1.59972,2017/09/14,13:42:01.148,-59.5,19.08,2341,430,18,EZY956H 
406133,23225,54.01135,-1.59875,2017/09/14,13:42:02.254,-59.21,19.13,2341,430,18,EZY956H 
406133,23200,54.01465,-1.59722,2017/09/14,13:42:04.094,-58.74,19.23,2341,429,16,EZY956H 
406133,23200,54.01712,-1.59617,2017/09/14,13:42:05.209,-58.39,19.31,2341,429,15,EZY956H 
406133,23175,54.01909,-1.59537,2017/09/14,13:42:06.190,-58.12,19.37,2341,428,13,EZY956H 
406133,23175,54.02080,-1.59471,2017/09/14,13:42:07.176,-57.88,19.43,2341,428,13,EZY956H 
406133,23175,54.02289,-1.59396,2017/09/14,13:42:08.218,-57.6,19.5,2341,427,12,EZY956H 
406133,23150,54.02454,-1.59349,2017/09/14,13:42:09.199,-57.38,19.56,2341,427,12,EZY956H 
406133,23150,54.02660,-1.59286,2017/09/14,13:42:10.186,-57.11,19.63,2341,427,10,EZY956H 
406133,23125,54.03072,-1.59176,2017/09/14,13:42:12.218,-56.59,19.79,2341,426,9,EZY956H 
406133,23125,54.03239,-1.59140,2017/09/14,13:42:13.203,-56.38,19.85,2341,426,9,EZY956H 
406133,23125,54.03447,-1.59098,2017/09/14,13:42:14.250,-56.12,19.93,2341,425,7,EZY956H 
406133,23100,54.03612,-1.59066,2017/09/14,13:42:15.099,-55.92,20,2341,424,6,EZY956H 
406133,23100,54.03784,-1.59043,2017/09/14,13:42:16.088,-55.72,20.07,2341,424,5,EZY956H 
406133,23025,54.04944,-1.58949,2017/09/14,13:42:21.850,-54.43,20.57,2341,423,3,EZY956H 
406133,23000,54.05319,-1.58956,2017/09/14,13:42:23.880,-54.04,20.74,2341,422,,EZY956H 
406133,22975,54.05479,-1.58964,2017/09/14,13:42:24.736,-53.88,20.81,2341,421,,EZY956H 
406133,22975,54.05651,-1.58979,2017/09/14,13:42:25.593,-53.72,20.89,2341,420,359,EZY956H 
406133,22950,54.05813,-1.58995,2017/09/14,13:42:26.566,-53.56,20.97,2341,419,358,EZY956H 
406133,22925,54.06020,-1.59019,2017/09/14,13:42:27.490,-53.37,21.07,2341,419,358,EZY956H 
406133,22850,54.06198,-1.59043,2017/09/14,13:42:29.449,-53.21,21.16,2341,419,358,EZY956H 
406133,22825,54.06551,-1.59098,2017/09/14,13:42:30.370,-52.89,21.34,2341,419,358,EZY956H 
406133,22500,54.08085,-1.59552,2017/09/14,13:42:38.496,-51.72,22.15,2341,419,358,EZY956H 
406133,22475,54.08281,-1.59631,2017/09/14,13:42:39.418,-51.59,22.26,2341,419,358,EZY956H 
406133,22350,54.08794,-1.59875,2017/09/14,13:42:42.297,-51.28,22.56,2341,413,346,EZY956H 
406133,22250,54.09178,-1.60079,2017/09/14,13:42:44.259,-51.06,22.79,2341,413,345,EZY956H 
406133,22200,54.09333,-1.60174,2017/09/14,13:42:45.183,-50.99,22.88,2341,413,345,EZY956H 
406133,22100,54.09673,-1.60385,2017/09/14,13:42:47.143,-50.83,23.09,2341,412,341,EZY956H 
406133,21950,54.10199,-1.60756,2017/09/14,13:42:50.163,-50.61,23.42,2341,412,341,EZY956H 
406900,3700,53.76073,-1.43631,2017/09/14,13:44:51.395,-97.62,8.23,,,,
406900,3625,53.76932,-1.44268,2017/09/14,13:45:02.403,-95.23,8.36,2340,182,325,
